contig length Sample90 Sample91 Sample92 Sample93 Sample94 Sample95 Sample96 Sample97 Sample98 Sample99 Sample9
k127_144856989_1 531 7.31003075841642e-08 3.97485530991595e-07 3.27599230534927e-07 7.95914459313632e-06 6.86623398635453e-07 4.60413865256122e-07 3.71326494836074e-08 4.50943034621151e-06 7.19152378441135e-06 1.13131374631565e-06 6.95882044931503e-08
k127_223343448_1 3774 0 0 0 7.04468968243555e-06 1.33204939335278e-05 9.36174859354115e-06 1.65611616696889e-05 2.93637324869587e-06 5.91358750216403e-06 9.77043689999875e-06 0
k127_138260582_23 1470 0 0 0 2.98044563487658e-06 2.74649359454181e-07 3.10779359047883e-06 3.71326494836074e-07 1.31088091459637e-06 1.52851202386443e-06 1.49127721105244e-06 0
k127_223344090_1 3045 0 3.05758100762766e-07 1.45599658015523e-07 2.03212202377949e-07 1.85388317631572e-06 3.45310398942092e-07 0 1.46818662434794e-06 5.0115148323424e-08 3.0854011263154e-07 1.04382306739725e-07
k127_157945174_4 1194 0 6.11516201525531e-08 0 7.1124270832282e-07 3.60477284283613e-06 1.53471288418707e-07 2.22795896901644e-07 4.14238369012453e-06 4.51036334910816e-07 0 1.04382306739725e-07
k127_197204654_8 456 1.82750768960411e-06 9.7842592244085e-07 1.63799615267464e-06 1.01606101188974e-07 7.20954568567225e-07 2.30206932628061e-07 2.59928546385252e-07 2.25471517310576e-06 2.15495137790723e-06 2.29862383910497e-05 5.77582097293148e-06
k127_40119461_2 1854 0 0 0 1.01606101188974e-07 2.05987019590636e-07 1.15103466314031e-07 0 0 0 0 0
k127_118640889_2 216 3.65501537920821e-08 0 7.27998290077616e-08 0 1.02993509795318e-07 0 0 0 0 3.0854011263154e-07 3.47941022465752e-08
k127_197205224_1 2511 0 0 0 4.5993695138209e-05 3.69403388465874e-05 3.80992473499441e-05 7.53421458022394e-05 1.06967882631064e-05 2.18502046690129e-05 1.75353630678925e-05 0
k127_242960227_2 1539 0 0 0 1.08379841268239e-06 3.43311699317726e-06 1.72655199471046e-06 3.97319349474599e-06 3.67046656086984e-07 3.3326573635077e-06 1.33700715473667e-06 0
k127_131720698_2 2967 0 0 0 9.82192311493418e-07 3.45371569513633e-05 7.23233446673159e-05 3.54616802568451e-05 1.40526434044731e-05 7.76784799013072e-07 7.93976556505162e-05 0
k127_66286250_3 432 0 0 0 1.01606101188974e-07 0 0 0 1.0487047316771e-07 0 0 3.47941022465752e-08
k127_72798533_2 876 0 0 0 7.5188514879841e-06 8.27381195355721e-06 3.52983963363027e-06 3.71326494836074e-07 3.61803132428598e-06 5.06162998066583e-06 4.11386816842053e-07 0
k127_229851010_3 3714 0 0 0 0 1.02993509795318e-07 0 0 1.0487047316771e-06 0 0 0
k127_151399824_4 930 1.82750768960411e-07 0 7.27998290077616e-08 0 0 0 0 0 0 0 3.47941022465752e-08
k127_20457231_1 810 0 0 0 2.70949603170598e-06 1.99120785604281e-06 1.95675892733852e-06 8.09491758742641e-06 7.34093312173968e-07 3.30759978934599e-06 1.69697061947347e-06 0
k127_105577540_1 717 0 0 0 4.94483025786342e-06 3.29579231345017e-06 3.41473616731624e-06 6.12688716479522e-06 1.83523328043492e-06 7.41704195186676e-06 1.43985385894718e-06 0
k127_85947005_1 1269 0 0 0 6.77374007926495e-08 5.42432484922008e-06 1.15103466314031e-06 5.56989742254111e-07 0 0 5.14233521052566e-07 0
k127_203751383_2 1131 0 0 0 6.77374007926495e-08 9.95603928021407e-07 0 0 2.62176182919274e-07 2.5057574161712e-08 1.02846704210513e-07 0
k127_79395790_4 468 0 0 0 2.09985942457213e-06 3.12413646379131e-06 2.57064408101335e-06 2.5250201648853e-06 7.86528548757822e-07 2.65610286114147e-06 1.07989039421039e-06 0
k127_216843551_2 1581 2.92401230336657e-07 6.11516201525531e-08 0 7.32241302568541e-05 1.33891562733913e-05 2.66272685406457e-05 3.06715684734597e-05 2.04497422677034e-05 1.44582202913078e-05 1.3421494899472e-05 2.08764613479451e-07
k127_216843551_6 2115 1.57165661305953e-06 2.14030670533936e-07 0 7.87447284214551e-05 3.54297673695894e-05 3.75620978404786e-05 3.34565171847302e-05 2.66895354211821e-05 1.88182381954457e-05 1.48613487584192e-05 2.43558715726026e-07
k127_216843551_7 2169 4.75151999297067e-07 6.11516201525531e-08 0 5.61204365567101e-05 2.36885072529231e-05 3.55286032689308e-05 3.29366600919597e-05 2.30190688603123e-05 1.85426048796669e-05 1.47070787021034e-05 3.47941022465752e-08
k127_7357722_2 2349 0 0 0 0 0 0 0 5.82031126080789e-06 0 0 0
k127_7357722_4 1182 0 0 0 0 0 0 0 1.99253899018648e-06 0 0 0
k127_7357722_7 1044 0 0 0 0 0 0 0 2.46445611944118e-06 1.00230296646848e-07 0 0
k127_7357722_8 1095 0 0 0 0 0 0 3.71326494836074e-08 2.88393801211202e-06 7.5172722485136e-08 0 0
k127_157949463_21 1812 0 0 0 5.24964856143034e-06 0 4.60413865256122e-07 1.30335599687462e-05 6.29222839006258e-07 1.50345444970272e-07 4.06244481631527e-06 0
k127_157949463_22 3267 0 0 0 1.29039748509997e-05 0 4.60413865256122e-07 2.48417425045333e-05 7.34093312173968e-07 2.25518167455408e-07 7.3535393510517e-06 0
k127_157949463_23 183 0 0 0 2.57402123012068e-06 0 3.06942576837415e-07 4.49305058751649e-06 1.57305709751564e-07 7.5172722485136e-08 8.74196985789362e-07 0
k127_46676147_4 414 0 0 0 9.14454910700768e-07 1.02993509795318e-07 6.1388515367483e-07 1.11397948450822e-07 5.76787602422403e-07 4.51036334910816e-07 1.5427005631577e-07 0
k127_72801728_2 1038 0 0 0 9.14454910700768e-07 3.56014232192482e-05 5.25639162834073e-05 2.87035380508285e-05 7.6555445412428e-06 6.51496928204512e-07 4.71552138805203e-05 0
k127_842533_3 693 0 1.22303240305106e-07 1.45599658015523e-07 0 6.86623398635453e-08 0 0 2.62176182919274e-07 0 0 0
k127_210254883_2 1938 0 0 0 2.13372812496846e-06 9.17328860576965e-05 0.000156310507254454 6.92152586374442e-05 2.6007877345592e-05 1.55356959802614e-06 0.000126038636009984 0
k127_210254883_3 879 0 0 0 6.77374007926495e-07 3.41595140821138e-05 5.05687895339641e-05 2.70325688240662e-05 1.11162701557772e-05 3.7586361242568e-07 4.62810168947309e-05 0
k127_210254883_4 474 0 0 0 4.06424404755897e-07 2.6572325527192e-05 4.19360295604118e-05 2.16112019994595e-05 8.86155498267146e-06 6.264393540428e-07 3.77961637973636e-05 0
k127_210254883_5 1008 0 0 0 7.1124270832282e-07 6.12811383282142e-05 9.49603597090752e-05 5.12430562873782e-05 1.64646642873304e-05 1.70391504299642e-06 8.29972902978842e-05 0
k127_236432489_1 1665 0 0 0 5.82541646816786e-06 1.02993509795318e-07 4.02862132099107e-06 3.11914255662302e-06 1.73036280726721e-06 5.86347235384061e-06 5.14233521052566e-06 0
k127_20461165_2 468 2.27341956586751e-05 1.42789033056212e-05 3.15223259603608e-05 9.82192311493418e-07 1.5552019979093e-05 4.52740300835187e-06 4.60444853596732e-06 3.16708828966483e-05 3.22490979461234e-05 0.000247860557147337 6.47866183831229e-05
k127_85950685_9 477 0 0 0 0 0 0 0 0 0 0 0
k127_112157992_3 942 0 0 0 1.35474801585299e-07 3.43311699317726e-08 1.91839110523384e-07 7.42652989672148e-08 0 2.5057574161712e-08 0 0
k127_112157992_5 474 0 0 0 1.35474801585299e-07 0 0 7.42652989672148e-08 5.24352365838548e-08 5.0115148323424e-08 0 0
k127_138268332_1 549 0 0 0 2.33694032734641e-06 0.000111232990578943 0.000140618068013641 6.99207789776327e-05 2.62700535285113e-05 1.85426048796669e-06 0.000130563890995247 0
k127_138268332_2 1581 0 0 0 6.16410347213111e-06 7.81720739346463e-05 0.000117252064351892 5.78526678954603e-05 2.24947164944737e-05 1.35310900473245e-06 0.000107166265787355 0
k127_13960056_4 1017 3.65501537920821e-08 4.89212961220425e-07 7.27998290077616e-08 0 0 0 7.42652989672148e-08 1.0487047316771e-07 0 0 3.13146920219176e-07
k127_249521827_4 660 0 0 0 4.40293105152222e-07 2.40318189522408e-07 7.67356442093537e-08 2.22795896901644e-07 0 4.25978760749104e-07 5.14233521052566e-08 0
k127_157952377_5 2901 0 0 0 1.45635411704196e-06 0 6.52252975779507e-07 2.89634665972138e-06 0 3.7586361242568e-07 2.05693408421026e-07 0
k127_72805178_5 435 0 0 0 1.24298130454512e-05 4.05107805194917e-06 2.10255665133629e-05 1.63383657727873e-05 8.28476738024906e-06 2.29276803579665e-05 3.0854011263154e-06 0
k127_177568491_9 2031 0 0 0 0 0 0 0 0 2.5057574161712e-08 0 6.95882044931503e-08
k127_223352337_10 1515 0 0 0 0 0 0 0 0 0 0 0
k127_33577484_2 444 0 2.14030670533936e-07 1.09199743511642e-07 0 1.71655849658863e-07 0 0 0 0 0 1.39176408986301e-07
k127_223353464_2 1167 0 0 0 9.04294300581871e-06 7.48419504512643e-06 1.30450595155901e-05 1.28478967213282e-05 3.14611419503129e-06 1.87180078987989e-05 3.0854011263154e-06 0
k127_223353464_4 732 0 0 0 1.58166830850837e-05 1.13636172474167e-05 9.51521988195986e-06 1.11026621955986e-05 9.96269495093242e-07 1.844237458302e-05 5.19375856263092e-06 0
k127_203758069_18 1629 0 0 0 5.75767906737521e-07 0 2.68574754732738e-07 0 5.24352365838548e-08 9.52187818145056e-07 2.05693408421026e-07 0
k127_203758069_19 420 0 0 0 6.77374007926495e-08 0 1.91839110523384e-07 7.42652989672148e-08 0 6.264393540428e-07 5.14233521052566e-08 0
k127_33578680_10 1392 0 0 7.27998290077616e-08 8.87359950383709e-06 2.81515593440536e-06 2.34043714838529e-06 1.63383657727872e-06 1.48916071898148e-05 4.33496032997618e-06 1.43985385894718e-06 0
k127_33579064_17 2823 6.61557783636686e-06 7.73567994929797e-06 5.75118649161317e-06 1.01606101188974e-06 4.73770145058462e-06 3.06942576837415e-07 3.34193845352466e-07 8.38963785341677e-07 4.25978760749104e-07 2.05693408421026e-07 1.57617283176985e-05
k127_256020904_4 2151 1.82750768960411e-07 4.58637151144148e-07 1.45599658015523e-07 0 0 0 0 0 0 0 4.17529226958902e-07
k127_46682284_1 1389 2.11990891994076e-06 1.10072916274596e-06 1.27399700763583e-06 0 0 0 0 0 5.0115148323424e-08 0 2.78352817972601e-07
k127_105586927_3 1581 0 0 0 4.74161805548547e-07 0 6.1388515367483e-07 1.96803042263119e-06 1.57305709751564e-07 1.11756780761236e-05 2.05693408421026e-07 0
k127_125207749_1 2436 1.83481772036252e-05 1.15882320189088e-05 2.51523409221816e-05 4.74161805548547e-07 8.13648727383011e-06 3.29963270100221e-06 4.27025469061485e-06 2.04497422677034e-05 1.89435260662543e-05 0.000227805449826287 5.82801212630134e-05
k127_171084335_2 843 0 0 0 3.21752653765085e-06 8.30814312348898e-06 2.493908436804e-06 1.11397948450822e-07 1.94010375360263e-06 2.65610286114147e-06 5.14233521052566e-08 0
k127_66297643_1 1788 0 0 7.27998290077616e-08 0 0 0 0 0 0 0 0
k127_242971102_1 1473 0 0 0 1.01606101188974e-07 6.86623398635453e-08 0 0 5.24352365838548e-08 1.50345444970272e-07 0 0
k127_131732551_6 888 3.65501537920821e-08 6.11516201525531e-08 1.09199743511642e-07 8.60264990066649e-06 8.82311067246557e-06 5.02618469571267e-06 2.22795896901644e-07 2.83150277552816e-06 5.66301176054691e-06 7.71350281578849e-07 3.47941022465752e-08
k127_59773231_2 2211 7.31003075841642e-08 9.17274302288297e-08 3.63999145038808e-08 0 0 0 0 0 0 0 1.04382306739725e-07
k127_112165088_5 1308 0 0 0 1.23620756446585e-05 3.50177933304081e-06 9.13154166091309e-06 1.81949982469676e-06 4.35212463645995e-06 1.95449078461354e-06 3.34251788684168e-06 0
k127_53192074_2 483 0 0 0 1.76455929064852e-05 1.41444420118903e-05 3.20371314574052e-05 3.67613229887713e-05 1.21649748874543e-05 2.26520470421877e-05 1.36786116599983e-05 0
k127_171087184_1 5763 0 0 0 1.98809271326426e-05 9.71915420768483e-05 3.91735463688751e-05 0.000160450178418668 4.08994845354068e-06 6.21427839210458e-06 1.35757649557877e-05 0
k127_40133947_2 855 0 0 0 3.38687003963248e-08 2.74649359454181e-07 0 0 2.09740946335419e-07 0 0 0
k127_256024611_18 2223 0 0 0 3.38687003963248e-07 0 1.15103466314031e-07 7.42652989672148e-08 0 0 0 0
k127_92491852_3 1020 0 0 0 5.75767906737521e-06 2.23152604556522e-06 1.80328763891981e-06 2.48788751540169e-06 7.49823883149124e-06 8.94555397573119e-06 0 0
k127_177576363_9 1893 0 0 0 9.17841780740401e-06 0 8.05724264198214e-07 1.61898351748528e-05 7.34093312173968e-07 3.25748464102256e-07 7.25069264684118e-06 0
k127_177576363_48 1275 0 0 0 7.14629578362452e-05 1.84701694232937e-05 3.13848784816257e-05 0.000149347516223069 8.02259119732979e-06 7.99336615758613e-06 3.78475871494689e-05 0
k127_157961158_2 1209 0 0 0 0 0 0 0 0 0 0 0
k127_99036051_3 930 3.65501537920821e-08 2.75182290686489e-07 1.09199743511642e-07 0 1.02993509795318e-07 0 0 0 0 5.14233521052566e-08 1.04382306739725e-07
k127_13970420_1 462 0 0 0 1.89664722219419e-06 5.12564367081365e-05 6.94457580094651e-05 3.72069147825746e-05 1.5520830028821e-05 8.7701509565992e-07 6.96786421026227e-05 0
k127_7371464_1 1638 3.65501537920821e-08 3.66909720915319e-07 2.18399487023285e-07 0 0 0 0 0 0 0 3.82735124712327e-07
k127_85962658_8 1410 2.19300922752493e-07 1.22303240305106e-07 3.63999145038808e-08 1.46651472716086e-05 3.43311699317726e-07 0 3.71326494836074e-07 1.36331615118023e-06 1.65379989467299e-06 4.11386816842053e-07 1.04382306739725e-07
k127_27021010_1 213 3.65501537920821e-08 0 7.27998290077616e-08 4.40293105152222e-07 3.08980529385954e-07 7.67356442093537e-08 1.85663247418037e-07 3.14611419503129e-07 1.55356959802614e-06 5.14233521052566e-07 1.04382306739725e-07
k127_27021025_1 114 0 0 0 3.38687003963248e-08 0 0 3.71326494836074e-08 1.57305709751564e-07 7.5172722485136e-08 0 0
k127_66303366_2 999 2.41231015027742e-06 3.11873262778021e-06 2.51159410076778e-06 1.08379841268239e-05 1.71655849658863e-06 4.33556389782848e-06 5.56989742254111e-07 5.13865318521777e-06 1.80414533964326e-06 1.5427005631577e-07 3.93173355386299e-06
k127_20473726_3 2250 0 0 0 9.48323611097093e-07 6.7048774876752e-05 0.000119669237144487 5.54390456790258e-05 2.24947164944737e-05 1.50345444970272e-06 0.000100121266548935 0
k127_20473726_4 738 0 0 0 4.74161805548547e-07 3.27176049449793e-05 4.99932722023939e-05 2.65127117312957e-05 1.00151301875163e-05 8.01842373174784e-07 4.17043385573631e-05 0
k127_20473726_6 3549 0 0 0 1.35474801585299e-06 0.00012568641312022 0.000204807434394765 9.59878989151251e-05 3.63376189526114e-05 1.72897261715813e-06 0.000172422499608925 0
k127_20473726_7 3414 0 0 0 1.59182891862726e-06 0.000122939919525678 0.000207915227985244 0.000105271061286027 3.39780333063379e-05 1.90437563629011e-06 0.000174016623524188 0
k127_20473726_8 1335 0 0 0 6.4350530753017e-07 3.02457607098917e-05 4.71156855445432e-05 2.47303445560825e-05 8.28476738024906e-06 2.25518167455408e-07 3.91845943042055e-05 0
k127_20473726_10 2430 0 0 0 1.28701061506034e-06 7.58718855492175e-05 0.000129414663959075 6.3459697967485e-05 2.08692241603742e-05 1.15264841143875e-06 0.000107577652604197 0
k127_20473726_11 804 0 0 0 4.74161805548547e-07 2.40661501221726e-05 4.1552351339365e-05 2.57700587416235e-05 6.60683980956571e-06 7.01612076527936e-07 3.01855076857856e-05 0
k127_20473726_15 1563 0 0 0 2.13372812496846e-06 5.66120992174931e-05 7.65438050988303e-05 3.92863431536566e-05 1.5887876684908e-05 8.51957521498208e-07 7.50266707215694e-05 0
k127_20473726_16 612 0 0 0 3.72555704359572e-07 1.67192797567733e-05 2.28288541522827e-05 1.11769274945658e-05 3.61803132428598e-06 3.25748464102256e-07 1.93866037436817e-05 0
k127_151416999_2 1410 0 9.17274302288297e-08 0 1.04992971228607e-06 5.66464303874248e-06 2.68574754732738e-07 2.97061195868859e-07 4.24725416329224e-06 4.25978760749104e-07 5.14233521052566e-07 3.47941022465752e-08
k127_72817139_1 1287 0 0 0 1.38861671624932e-06 5.04668197997058e-06 2.26370150417593e-06 3.56473435042631e-06 5.24352365838548e-07 4.68576636824015e-06 1.74839397157872e-06 0
k127_27023404_5 3174 0 0 0 3.70862269339756e-05 3.50177933304081e-06 2.04884170038974e-05 1.36648150099675e-05 1.46294310068955e-05 2.88162102859688e-06 4.01102146421002e-06 0
k127_229869798_2 1608 0 0 0 6.77374007926495e-07 2.47871046907398e-05 2.77399353816814e-05 1.33677538140987e-05 3.67046656086984e-06 3.25748464102256e-07 2.24205815178919e-05 0
k127_125216332_4 261 7.31003075841642e-08 6.11516201525531e-08 7.27998290077616e-08 0 0 0 0 0 0 0 1.39176408986301e-07
k127_79412387_6 1563 0 1.52879050381383e-07 1.45599658015523e-07 3.72555704359572e-07 5.83629888840135e-07 3.06942576837415e-07 7.42652989672148e-08 4.71917129254693e-07 1.15264841143875e-06 0 2.08764613479451e-07
k127_144880281_1 1554 3.65501537920821e-08 0 7.27998290077616e-08 0 0 0 0 0 0 0 0
k127_197223415_2 921 0 0 0 2.03212202377949e-07 2.05987019590636e-07 1.53471288418707e-07 1.4853059793443e-07 1.0487047316771e-07 0 5.14233521052566e-08 0
k127_249535981_9 1191 0 0 0 1.35474801585299e-07 0 7.67356442093537e-08 0 6.29222839006258e-07 5.0115148323424e-08 1.5427005631577e-07 0
k127_256030849_3 2346 5.48252306881232e-07 7.33819441830637e-07 2.91199316031047e-07 0 3.08980529385954e-07 2.68574754732738e-07 1.4853059793443e-07 0 5.0115148323424e-08 0 2.40079305501369e-06
k127_190651079_7 993 0 0 0 3.04818303566923e-05 1.37324679727091e-07 1.15103466314031e-06 5.94122391737718e-07 1.74609337824237e-05 8.79520853076092e-06 7.04499923842015e-06 0
k127_249536750_1 1623 0 0 0 1.86277852179786e-06 2.40318189522408e-07 4.98781687360799e-07 1.85663247418037e-07 4.71917129254693e-07 1.57862717218786e-06 3.0854011263154e-07 0
k127_164507876_1 1050 0 0 0 8.46717509908119e-07 1.09859743781672e-06 1.61144852839643e-06 1.74523452572955e-06 1.15357520484481e-06 1.42828172721758e-06 4.62810168947309e-07 0
k127_164508589_1 1443 0 0 0 4.60614325390017e-06 1.09859743781672e-06 2.57064408101335e-06 9.5802235667707e-05 1.15357520484481e-06 8.59474793746722e-06 2.08264576026289e-05 0
k127_151420224_3 3417 0 6.42092011601808e-07 2.91199316031047e-07 1.35474801585299e-07 4.22273390160803e-06 7.67356442093537e-07 1.85663247418037e-07 3.19854943161514e-06 2.00460593293696e-07 3.0854011263154e-07 0
k127_151420224_8 3447 0 1.00900173251713e-06 4.3679897404657e-07 8.12848809511794e-07 3.46744816310904e-06 1.45797723997772e-06 5.56989742254111e-07 4.03751321695682e-06 7.5172722485136e-08 2.05693408421026e-07 0
k127_46694268_3 1464 0 0 0 7.1124270832282e-07 1.06426626788495e-06 9.74542681458792e-06 2.45075486591809e-06 1.02248711338517e-05 1.30299385640902e-06 2.82828436578911e-06 0
k127_33592944_1 3900 6.79832860532727e-06 4.92270542228053e-06 4.5499893129851e-06 2.67562733130966e-06 0 0 0 1.0487047316771e-07 1.32554567315457e-05 0 2.64435177073971e-06
k127_27028196_3 1668 0 0 0 1.18540451387137e-06 6.83190281642275e-06 1.38124159576837e-06 2.11656102056562e-06 1.0487047316771e-07 9.52187818145056e-07 2.3654741968418e-06 0
k127_27028196_4 1107 0 0 0 8.80586210304444e-07 3.67343518269967e-06 1.26613812945434e-06 6.68387690704933e-07 4.71917129254693e-07 7.26669650689648e-07 1.28558380263142e-06 0
k127_118663990_17 1221 0 0 0 4.74161805548547e-07 3.08980529385954e-07 3.06942576837415e-07 1.4853059793443e-07 7.86528548757822e-07 4.51036334910816e-07 1.02846704210513e-07 0
k127_7378215_1 975 0 0 0 3.45460744042513e-06 9.61272758089634e-07 2.76248319153673e-06 2.71068341230334e-06 4.19481892670839e-07 3.00690889940544e-07 1.33700715473667e-06 0
k127_249540088_2 1263 0 6.11516201525531e-08 0 1.13460146327688e-05 1.2084571815984e-05 8.09561046408682e-06 9.28316237090185e-07 5.40082936813705e-06 8.36922977001181e-06 1.02846704210513e-06 6.95882044931503e-08
k127_27029523_4 795 7.31003075841642e-08 0 0 3.79329444438837e-06 3.84509103235853e-06 3.79841438836301e-06 1.85663247418037e-07 2.83150277552816e-06 3.88392399506536e-06 2.05693408421026e-07 0
k127_20480186_2 444 1.09650461376246e-07 0 3.63999145038808e-08 0 0 0 0 0 0 0 0
k127_184126739_9 1398 0 0 0 6.4350530753017e-07 4.11974039181272e-07 1.15103466314031e-07 5.94122391737718e-07 3.67046656086984e-07 1.00230296646848e-06 2.05693408421026e-07 0
k127_27030227_2 729 0 0 0 6.77374007926495e-08 1.50370524301164e-05 8.24908175250552e-06 5.49563212357389e-06 1.57305709751564e-06 1.50345444970272e-07 7.09642259052541e-06 0
k127_20480892_2 1770 2.92401230336657e-07 5.19788771296701e-07 5.82398632062093e-07 0 0 0 0 0 0 0 6.61087942684928e-07
k127_229876919_3 3135 7.31003075841642e-08 0 0 2.5028969592884e-05 2.11136695080402e-05 1.04360476124721e-05 1.50758556903446e-05 8.0173476736714e-05 3.80624551516405e-05 7.19926929473593e-06 0
k127_256036910_3 1461 0 0 0 8.46717509908119e-07 1.33891562733913e-06 0 1.11397948450822e-07 1.41575138776408e-06 1.00230296646848e-07 2.05693408421026e-07 0
k127_20482730_1 1851 0 0 0 5.62220426578991e-06 1.7508896665204e-06 4.47368805740532e-05 3.78753024732795e-06 1.88766851701877e-06 6.33956626291314e-06 5.0909118584204e-06 0
